close,閉じる
"Cannot delete option with id: %1","以下のidのオプションを削除できません: %1"
"Option with id ""%1"" not found","id ""%1"" のオプションはみつかりません"
"Could not update option with id ""%1""","id ""%1""のオプションをアップデート出来ませんでした"
"Product already has this option","商品は既にこのオプションをもっています"
"An error occurred while saving option","オプションを保存中に問題が発生しました"
"Only implemented for configurable product: %1","コンフィグ商品のみに実装されました: %1"
"Option attribute ID is not specified.","オプション属性が指定されていません。"
"Option label is not specified.","オプションレーベルが指定されていません。"
"Option values are not specified.","オプション値は指定されていません。"
"Value index is not specified for an option.","オプションのための値インデックスが指定されていません。"
"Price is not specified for an option.","オプションのための価格が指定されていません。"
"Percent/absolute is not specified for an option.","オプションのパーセント/絶対値が指定されていません。"
"The configurable product does not have any variation attribute.","コンフィグ商品はバリエーション属性を全く持っていません。"
"Product with id ""%1"" does not exist.","id ""%1"" の商品は存在しません。"
"Product with id ""%1"" does not contain required attribute ""%2"".","id ""%1"" の商品は必須の属性 ""%2""を含まれていません。"
"Products ""%1"" and %2 have the same set of attribute values.","商品 ""%1"" と %2 は同じセットの属性値を持っています。"
"Cannot add the item to shopping cart",商品をショッピングカートに追加できません。
"Please specify the product's option(s).",商品のオプションを指定してください。
"Some product variations fields are not valid.","商品バリエーションのフィールドのいくつかは無効です。"
"This group contains attributes used in configurable products. Please move these attributes to another group and try again.","このグループはコンフィグ商品で使われる属性が含まれます。これらの属性を別のグループに移動して再度お試し下さい。"
"This attribute is used in configurable products. You cannot remove it from the attribute set.",この属性はコンフィグ商品で使用されているため、属性セットから削除できません。
"Delete Variations Group","バリエーショングループ削除"
"Sort Variations","並べ替えバリエーション"
"Variation Label","バリエーションラベル"
Label,ラベル
"Change Price","価格変更"
Include,含む
%,%
"begin typing to add value","値の追加をしてください"
Variations,バリエーション
"Current Variations","現在のバリエーション"
Display,表示
Image,画像
Weight,重さ
Choose,選択
"Upload Image","画像アップロード"
Select,選択
"No Image","画像なし"
"Attribute set comprising all selected configurable attributes need to be in order to save generated variations.","生成したバリエーションを保存するために全ての選択されたコンフィグ属性のまとめた属性セットは配列が正しくなっていなければならない。"
"Add configurable attributes to the current set (""<span data-role=""name-container"">%1</span>"")","コンフィグ属性を現在のセットに追加 (""<span data-role=""name-container"">%1</span>"")"
"Add configurable attributes to the new set based on current","コンフィグ属性を現在のものをベースにした新しい属性に追加"
"New attribute set name","新しい属性セット名"
"Choose Affected Attribute Set","影響ある属性セットを選択してください"
Confirm,承認
"Configurable Product Image",コンフィグ商品の画像
"Shopping Cart",ショッピングカート
"Invalid method: %1","無効なメソッド: %1"
"My Cart (1 item)","マイカート (1 アイテム)"
"My Cart (%1 items)","マイカート (%1 アイテム)"
"My Cart",マイカート
"Minimum order amount is %1","最低注文額は %1"
Address,住所
"New Address",新規住所
Country,国
State/Province,都道府県
"Billing Information",請求先情報
"Payment Information",お支払情報
"Shipping Information",配送情報
"Shipping Method",発送方法
"We cannot add this item to your shopping cart","この商品をショッピングカートに追加できません"
"We can't find the quote item.","見積もり商品が見つかりません。"
"The coupon code ""%1"" was applied.","クーポンコード ""%1"" が適用されました。"
"The coupon code ""%1"" is not valid.","クーポンコード ""%1"" は有効ではありません。"
